id,kode_sumber,entitas_parent,entitas_child,kategori,tahun,periode,nilai,created_at
1984,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,,nan,2022,Triwulan IV,965190.6,2026-07-09 11:56:13.319
1985,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,,nan,2022,Tahunan,3686573.75,2026-07-09 11:56:13.319
1986,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2022,Triwulan I,675185.36,2026-07-09 11:56:13.319
1987,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2022,Triwulan II,646902.21,2026-07-09 11:56:13.319
1988,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2022,Triwulan III,663305.12,2026-07-09 11:56:13.319
1989,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2022,Triwulan IV,684215.9,2026-07-09 11:56:13.319
1990,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2022,Tahunan,2669608.59,2026-07-09 11:56:13.319
1991,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2022,Triwulan I,108373.53,2026-07-09 11:56:13.319
1992,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2022,Triwulan II,106414.72,2026-07-09 11:56:13.319
1993,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2022,Triwulan III,126288.98,2026-07-09 11:56:13.319
1994,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2022,Triwulan IV,126990.82,2026-07-09 11:56:13.319
1995,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2022,Tahunan,468068.04,2026-07-09 11:56:13.319
1996,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2022,Triwulan I,49778.87,2026-07-09 11:56:13.319
1997,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2022,Triwulan II,47384.08,2026-07-09 11:56:13.319
1998,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2022,Triwulan III,53176.01,2026-07-09 11:56:13.319
1999,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2022,Triwulan IV,56843.9,2026-07-09 11:56:13.319
2000,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2022,Tahunan,207182.85,2026-07-09 11:56:13.319
2001,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2022,Triwulan I,14485.72,2026-07-09 11:56:13.319
2002,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2022,Triwulan II,13283.43,2026-07-09 11:56:13.319
2003,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2022,Triwulan III,14169.12,2026-07-09 11:56:13.319
2004,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2022,Triwulan IV,14691.94,2026-07-09 11:56:13.319
2005,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2022,Tahunan,56630.2,2026-07-09 11:56:13.319
2006,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2022,Triwulan I,44377.77,2026-07-09 11:56:13.319
2007,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2022,Triwulan II,41966.95,2026-07-09 11:56:13.319
2008,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2022,Triwulan III,55777.67,2026-07-09 11:56:13.319
2009,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2022,Triwulan IV,59400.25,2026-07-09 11:56:13.319
2010,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,CBR,nan,2022,Tahunan,201522.65,2026-07-09 11:56:13.319
2011,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2022,Triwulan I,17923.72,2026-07-09 11:56:13.319
2012,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2022,Triwulan II,21031.46,2026-07-09 11:56:13.319
2013,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2022,Triwulan III,21558.45,2026-07-09 11:56:13.319
2014,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2022,Triwulan IV,23047.78,2026-07-09 11:56:13.319
2015,s20102ptadhkmp2022,Pembentukan Modal Tetap Domestik Bruto,Produk Kekayaan Intelektual,nan,2022,Tahunan,83561.41,2026-07-09 11:56:13.319
2016,s20102ptadhkmp2022,Perubahan Inventori,,nan,2022,Triwulan I,60312.02,2026-07-09 11:56:13.319
2017,s20102ptadhkmp2022,Perubahan Inventori,,nan,2022,Triwulan II,53462.39,2026-07-09 11:56:13.319
2018,s20102ptadhkmp2022,Perubahan Inventori,,nan,2022,Triwulan III,15667.77,2026-07-09 11:56:13.319
2019,s20102ptadhkmp2022,Perubahan Inventori,,nan,2022,Triwulan IV,-58692.95,2026-07-09 11:56:13.319
2020,s20102ptadhkmp2022,Perubahan Inventori,,nan,2022,Tahunan,70749.22,2026-07-09 11:56:13.319
2021,s20102ptadhkmp2022,Ekspor Barang dan Jasa,,nan,2022,Triwulan I,642837.08,2026-07-09 11:56:13.319
2022,s20102ptadhkmp2022,Ekspor Barang dan Jasa,,nan,2022,Triwulan II,699671.84,2026-07-09 11:56:13.319
2023,s20102ptadhkmp2022,Ekspor Barang dan Jasa,,nan,2022,Triwulan III,757832.15,2026-07-09 11:56:13.319
2024,s20102ptadhkmp2022,Ekspor Barang dan Jasa,,nan,2022,Triwulan IV,757616.93,2026-07-09 11:56:13.319
2025,s20102ptadhkmp2022,Ekspor Barang dan Jasa,,nan,2022,Tahunan,2857958.01,2026-07-09 11:56:13.319
2026,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang,nan,2022,Triwulan I,612410,2026-07-09 11:56:13.319
2027,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang,nan,2022,Triwulan II,658178.16,2026-07-09 11:56:13.319
2028,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang,nan,2022,Triwulan III,708471.6,2026-07-09 11:56:13.319
2029,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang,nan,2022,Triwulan IV,704282.9,2026-07-09 11:56:13.319
2030,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang,nan,2022,Tahunan,2683342.66,2026-07-09 11:56:13.319
2031,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan I,562895.09,2026-07-09 11:56:13.319
2032,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan II,601961.14,2026-07-09 11:56:13.319
2033,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan III,655526.38,2026-07-09 11:56:13.319
2034,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan IV,651613.95,2026-07-09 11:56:13.319
2035,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang Non-migas,nan,2022,Tahunan,2471996.56,2026-07-09 11:56:13.319
2036,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang migas,nan,2022,Triwulan I,49514.91,2026-07-09 11:56:13.319
2037,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang migas,nan,2022,Triwulan II,56217.02,2026-07-09 11:56:13.319
2038,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang migas,nan,2022,Triwulan III,52945.22,2026-07-09 11:56:13.319
2039,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang migas,nan,2022,Triwulan IV,52668.95,2026-07-09 11:56:13.319
2040,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Barang migas,nan,2022,Tahunan,211346.1,2026-07-09 11:56:13.319
2041,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Jasa,nan,2022,Triwulan I,30427.09,2026-07-09 11:56:13.319
2042,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Jasa,nan,2022,Triwulan II,41493.68,2026-07-09 11:56:13.319
2043,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Jasa,nan,2022,Triwulan III,49360.55,2026-07-09 11:56:13.319
2044,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Jasa,nan,2022,Triwulan IV,53334.03,2026-07-09 11:56:13.319
2045,s20102ptadhkmp2022,Ekspor Barang dan Jasa,Jasa,nan,2022,Tahunan,174615.35,2026-07-09 11:56:13.319
2046,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,,nan,2022,Triwulan I,565273.27,2026-07-09 11:56:13.319
2047,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,,nan,2022,Triwulan II,587328.48,2026-07-09 11:56:13.319
2048,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,,nan,2022,Triwulan III,642418.89,2026-07-09 11:56:13.319
2049,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,,nan,2022,Triwulan IV,625773.14,2026-07-09 11:56:13.319
2050,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,,nan,2022,Tahunan,2420793.78,2026-07-09 11:56:13.319
2051,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang,nan,2022,Triwulan I,507560.39,2026-07-09 11:56:13.319
2052,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang,nan,2022,Triwulan II,516806.95,2026-07-09 11:56:13.319
2053,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang,nan,2022,Triwulan III,561839.64,2026-07-09 11:56:13.319
2054,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang,nan,2022,Triwulan IV,546885.25,2026-07-09 11:56:13.319
2055,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang,nan,2022,Tahunan,2133092.24,2026-07-09 11:56:13.319
2056,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan I,437360.07,2026-07-09 11:56:13.319
2057,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan II,440797.63,2026-07-09 11:56:13.319
2058,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan III,473630.38,2026-07-09 11:56:13.319
2059,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2022,Triwulan IV,461911.7,2026-07-09 11:56:13.319
2060,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang Non-migas,nan,2022,Tahunan,1813699.78,2026-07-09 11:56:13.319
2061,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2022,Triwulan I,70200.33,2026-07-09 11:56:13.319
2062,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2022,Triwulan II,76009.32,2026-07-09 11:56:13.319
2063,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2022,Triwulan III,88209.27,2026-07-09 11:56:13.319
2064,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2022,Triwulan IV,84973.55,2026-07-09 11:56:13.319
2065,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Barang migas,nan,2022,Tahunan,319392.46,2026-07-09 11:56:13.319
2066,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Jasa,nan,2022,Triwulan I,57712.88,2026-07-09 11:56:13.319
2067,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Jasa,nan,2022,Triwulan II,70521.53,2026-07-09 11:56:13.319
2068,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Jasa,nan,2022,Triwulan III,80579.25,2026-07-09 11:56:13.319
2069,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Jasa,nan,2022,Triwulan IV,78887.89,2026-07-09 11:56:13.319
2070,s20102ptadhkmp2022,Dikurangi Impor Barang dan Jasa,Jasa,nan,2022,Tahunan,287701.54,2026-07-09 11:56:13.319
2071,s20102ptadhkmp2022,Diskrepansi Statistik,,nan,2022,Triwulan I,71383.2,2026-07-09 11:56:13.319
2072,s20102ptadhkmp2022,Diskrepansi Statistik,,nan,2022,Triwulan II,93777.6,2026-07-09 11:56:13.319
2073,s20102ptadhkmp2022,Diskrepansi Statistik,,nan,2022,Triwulan III,107239.91,2026-07-09 11:56:13.319
2074,s20102ptadhkmp2022,Diskrepansi Statistik,,nan,2022,Triwulan IV,44461.39,2026-07-09 11:56:13.319
2075,s20102ptadhkmp2022,Diskrepansi Statistik,,nan,2022,Tahunan,316862.09,2026-07-09 11:56:13.319
2076,s20102ptadhkmp2022,PRODUK DOMESTIK BRUTO,,nan,2022,Triwulan I,2819331.8,2026-07-09 11:56:13.319
2077,s20102ptadhkmp2022,PRODUK DOMESTIK BRUTO,,nan,2022,Triwulan II,2924444,2026-07-09 11:56:13.319
2078,s20102ptadhkmp2022,PRODUK DOMESTIK BRUTO,,nan,2022,Triwulan III,2977920,2026-07-09 11:56:13.319
2079,s20102ptadhkmp2022,PRODUK DOMESTIK BRUTO,,nan,2022,Triwulan IV,2988527.4,2026-07-09 11:56:13.319
2080,s20102ptadhkmp2022,PRODUK DOMESTIK BRUTO,,nan,2022,Tahunan,11710223.2,2026-07-09 11:56:13.319
2081,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,,nan,2023,Triwulan I,1582262,2026-07-09 11:56:13.319
2082,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,,nan,2023,Triwulan II,1631260.42,2026-07-09 11:56:13.319
2083,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,,nan,2023,Triwulan III,1623823.56,2026-07-09 11:56:13.319
2084,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,,nan,2023,Triwulan IV,1649357.89,2026-07-09 11:56:13.319
2085,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,,nan,2023,Tahunan,6486703.87,2026-07-09 11:56:13.319
2086,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2023,Triwulan I,583646.12,2026-07-09 11:56:13.319
2087,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2023,Triwulan II,602581.99,2026-07-09 11:56:13.319
2088,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2023,Triwulan III,595219.16,2026-07-09 11:56:13.319
2089,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2023,Triwulan IV,597025.03,2026-07-09 11:56:13.319
2090,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Makanan dan Minuman, Selain Restoran",nan,2023,Tahunan,2378472.3,2026-07-09 11:56:13.319
2091,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2023,Triwulan I,58746.51,2026-07-09 11:56:13.319
2092,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2023,Triwulan II,62419.58,2026-07-09 11:56:13.319
2093,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2023,Triwulan III,59537.64,2026-07-09 11:56:13.319
2094,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2023,Triwulan IV,59787.81,2026-07-09 11:56:13.319
2095,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,"Pakaian, Alas Kaki dan Jasa Perawatannya",nan,2023,Tahunan,240491.54,2026-07-09 11:56:13.319
2096,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2023,Triwulan I,217829.08,2026-07-09 11:56:13.319
2097,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2023,Triwulan II,221459.35,2026-07-09 11:56:13.319
2098,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2023,Triwulan III,221754.48,2026-07-09 11:56:13.319
2099,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2023,Triwulan IV,227301.29,2026-07-09 11:56:13.319
2100,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Perumahan dan Perlengkapan Rumahtangga,nan,2023,Tahunan,888344.19,2026-07-09 11:56:13.319
2101,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2023,Triwulan I,114509.87,2026-07-09 11:56:13.319
2102,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2023,Triwulan II,115743.42,2026-07-09 11:56:13.319
2103,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2023,Triwulan III,118088.28,2026-07-09 11:56:13.319
2104,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2023,Triwulan IV,117923.54,2026-07-09 11:56:13.319
2105,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Kesehatan dan Pendidikan,nan,2023,Tahunan,466265.12,2026-07-09 11:56:13.319
2106,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2023,Triwulan I,388112.27,2026-07-09 11:56:13.319
2107,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2023,Triwulan II,402358.55,2026-07-09 11:56:13.319
2108,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2023,Triwulan III,403837.8,2026-07-09 11:56:13.319
2109,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2023,Triwulan IV,415814.62,2026-07-09 11:56:13.319
2110,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Transportasi dan Komunikasi,nan,2023,Tahunan,1610123.24,2026-07-09 11:56:13.319
2111,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2023,Triwulan I,146520.2,2026-07-09 11:56:13.319
2112,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2023,Triwulan II,152174,2026-07-09 11:56:13.319
2113,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2023,Triwulan III,152288.62,2026-07-09 11:56:13.319
2114,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2023,Triwulan IV,156916.87,2026-07-09 11:56:13.319
2115,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Restoran dan Hotel,nan,2023,Tahunan,607899.69,2026-07-09 11:56:13.319
2116,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2023,Triwulan I,72897.95,2026-07-09 11:56:13.319
2117,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2023,Triwulan II,74523.53,2026-07-09 11:56:13.319
2118,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2023,Triwulan III,73097.59,2026-07-09 11:56:13.319
2119,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2023,Triwulan IV,74588.72,2026-07-09 11:56:13.319
2120,s20102ptadhkmp2023,Pengeluaran Konsumsi Rumahtangga,Lainnya,nan,2023,Tahunan,295107.78,2026-07-09 11:56:13.319
2121,s20102ptadhkmp2023,Pengeluaran Konsumsi LNPRT,,nan,2023,Triwulan I,35397.38,2026-07-09 11:56:13.319
2122,s20102ptadhkmp2023,Pengeluaran Konsumsi LNPRT,,nan,2023,Triwulan II,38452.02,2026-07-09 11:56:13.319
2123,s20102ptadhkmp2023,Pengeluaran Konsumsi LNPRT,,nan,2023,Triwulan III,37819.46,2026-07-09 11:56:13.319
2124,s20102ptadhkmp2023,Pengeluaran Konsumsi LNPRT,,nan,2023,Triwulan IV,42269.6,2026-07-09 11:56:13.319
2125,s20102ptadhkmp2023,Pengeluaran Konsumsi LNPRT,,nan,2023,Tahunan,153938.46,2026-07-09 11:56:13.319
2126,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,,nan,2023,Triwulan I,158146.95,2026-07-09 11:56:13.319
2127,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,,nan,2023,Triwulan II,223622.18,2026-07-09 11:56:13.319
2128,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,,nan,2023,Triwulan III,215544.99,2026-07-09 11:56:13.319
2129,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,,nan,2023,Triwulan IV,299984.92,2026-07-09 11:56:13.319
2130,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,,nan,2023,Tahunan,897299.04,2026-07-09 11:56:13.319
2131,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2023,Triwulan I,97756.97,2026-07-09 11:56:13.319
2132,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2023,Triwulan II,135941.39,2026-07-09 11:56:13.319
2133,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2023,Triwulan III,126742.79,2026-07-09 11:56:13.319
2134,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2023,Triwulan IV,193305.43,2026-07-09 11:56:13.319
2135,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Kolektif,nan,2023,Tahunan,553746.59,2026-07-09 11:56:13.319
2136,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2023,Triwulan I,60389.98,2026-07-09 11:56:13.319
2137,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2023,Triwulan II,87680.79,2026-07-09 11:56:13.319
2138,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2023,Triwulan III,88802.19,2026-07-09 11:56:13.319
2139,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2023,Triwulan IV,106679.49,2026-07-09 11:56:13.319
2140,s20102ptadhkmp2023,Pengeluaran Konsumsi Pemerintah,Konsumsi Individu,nan,2023,Tahunan,343552.45,2026-07-09 11:56:13.319
2141,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,,nan,2023,Triwulan I,924075.99,2026-07-09 11:56:13.319
2142,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,,nan,2023,Triwulan II,912506.42,2026-07-09 11:56:13.319
2143,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,,nan,2023,Triwulan III,981707.32,2026-07-09 11:56:13.319
2144,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,,nan,2023,Triwulan IV,1006932.31,2026-07-09 11:56:13.319
2145,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,,nan,2023,Tahunan,3825222.04,2026-07-09 11:56:13.319
2146,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2023,Triwulan I,675748.35,2026-07-09 11:56:13.319
2147,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2023,Triwulan II,668382.31,2026-07-09 11:56:13.319
2148,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2023,Triwulan III,705188.12,2026-07-09 11:56:13.319
2149,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2023,Triwulan IV,728139.62,2026-07-09 11:56:13.319
2150,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Bangunan,nan,2023,Tahunan,2777458.4,2026-07-09 11:56:13.319
2151,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2023,Triwulan I,113380.19,2026-07-09 11:56:13.319
2152,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2023,Triwulan II,114572.12,2026-07-09 11:56:13.319
2153,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2023,Triwulan III,125017.65,2026-07-09 11:56:13.319
2154,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2023,Triwulan IV,129534.39,2026-07-09 11:56:13.319
2155,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Mesin dan Perlengkapan,nan,2023,Tahunan,482504.35,2026-07-09 11:56:13.319
2156,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2023,Triwulan I,61770.67,2026-07-09 11:56:13.319
2157,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2023,Triwulan II,54727.55,2026-07-09 11:56:13.319
2158,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2023,Triwulan III,64485.54,2026-07-09 11:56:13.319
2159,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2023,Triwulan IV,58663.56,2026-07-09 11:56:13.319
2160,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Kendaraan,nan,2023,Tahunan,239647.31,2026-07-09 11:56:13.319
2161,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2023,Triwulan I,13724.46,2026-07-09 11:56:13.319
2162,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2023,Triwulan II,12580.23,2026-07-09 11:56:13.319
2163,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2023,Triwulan III,13370.48,2026-07-09 11:56:13.319
2164,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2023,Triwulan IV,14757.64,2026-07-09 11:56:13.319
2165,s20102ptadhkmp2023,Pembentukan Modal Tetap Domestik Bruto,Peralatan Lainnya,nan,2023,Tahunan,54432.81,2026-07-09 11:56:13.319
